,Citation_Difference
1625109,-1.0
1625095,-1.0
1625090,-1.0
1625075,-1.0
1625069,-1.0
1624726,-1.0
1624716,-1.0
1624696,-1.0
1624694,-1.0
1623879,-1.0
1624658,-1.0
1624525,-1.0
1624477,-1.0
1624447,-1.0
1624444,-1.0
1624422,-1.0
1624414,-1.0
1624408,-1.0
1624378,-1.0
1624333,-1.0
1624181,-1.0
1624166,-1.0
1624165,-1.0
1624126,-1.0
1624639,-1.0
1617255,-1.0
1621425,-1.0
1621417,-1.0
1619560,-1.0
1619511,-1.0
1619508,-1.0
1619503,-1.0
1619455,-1.0
1619358,-1.0
1619155,-1.0
1619090,-1.0
1619038,-1.0
1619004,-1.0
1618937,-1.0
1618847,-1.0
1618730,-1.0
1619634,-1.0
1618379,-1.0
1618373,-1.0
1618324,-1.0
1618319,-1.0
1618100,-1.0
1618034,-1.0
1617992,-1.0
1617983,-1.0
1617981,-1.0
1617798,-1.0
1617788,-1.0
1617779,-1.0
1617767,-1.0
1617572,-1.0
1618374,-1.0
1621418,-1.0
1619636,-1.0
1619698,-1.0
1621259,-1.0
1621230,-1.0
1620954,-1.0
1620922,-1.0
1620672,-1.0
1620516,-1.0
1620508,-1.0
1620504,-1.0
1620474,-1.0
1620455,-1.0
1620430,-1.0
1620420,-1.0
1620329,-1.0
1619683,-1.0
1620312,-1.0
1620202,-1.0
1620051,-1.0
1619970,-1.0
1619940,-1.0
1619922,-1.0
1619903,-1.0
1619836,-1.0
1619827,-1.0
1619779,-1.0
1619765,-1.0
1619750,-1.0
1619725,-1.0
1619702,-1.0
1620203,-1.0
1508992,-1.0
1508984,-1.0
1508903,-1.0
1475502,-1.0
1475474,-1.0
1475458,-1.0
1475455,-1.0
1475450,-1.0
1475432,-1.0
1475381,-1.0
1475304,-1.0
1475301,-1.0
1475293,-1.0
1475289,-1.0
1475288,-1.0
1475287,-1.0
1475276,-1.0
1475273,-1.0
1475240,-1.0
1475238,-1.0
1475229,-1.0
1475227,-1.0
1475158,-1.0
1475124,-1.0
1475121,-1.0
1475119,-1.0
1475108,-1.0
1475103,-1.0
1475098,-1.0
1475093,-1.0
1475650,-1.0
1475652,-1.0
1475664,-1.0
1475669,-1.0
1476606,-1.0
1476595,-1.0
1476582,-1.0
1476557,-1.0
1476470,-1.0
1476459,-1.0
1476418,-1.0
1476366,-1.0
1476355,-1.0
1476336,-1.0
1476334,-1.0
1475937,-1.0
1475921,-1.0
1475075,-1.0
1475920,-1.0
1475908,-1.0
1475879,-1.0
1475862,-1.0
1475855,-1.0
1475803,-1.0
1475801,-1.0
1475793,-1.0
1475792,-1.0
1475774,-1.0
1475763,-1.0
1475759,-1.0
1475741,-1.0
1475670,-1.0
1475909,-1.0
1475071,-1.0
1475050,-1.0
1475038,-1.0
1474429,-1.0
1474427,-1.0
1474425,-1.0
1474368,-1.0
1474363,-1.0
1474345,-1.0
1474329,-1.0
1474261,-1.0
1474249,-1.0
1474246,-1.0
1474241,-1.0
1474169,-1.0
1474140,-1.0
1474432,-1.0
1474101,-1.0
1474060,-1.0
1473988,-1.0
1473966,-1.0
1473933,-1.0
1473917,-1.0
1473915,-1.0
1473894,-1.0
1473834,-1.0
1473830,-1.0
1473815,-1.0
1473812,-1.0
1473789,-1.0
1473732,-1.0
1474099,-1.0
1476611,-1.0
1474455,-1.0
1474496,-1.0
1474963,-1.0
1474957,-1.0
1474954,-1.0
1474933,-1.0
1474818,-1.0
1474816,-1.0
1474815,-1.0
1474811,-1.0
1474809,-1.0
1474803,-1.0
1474799,-1.0
1474796,-1.0
1474787,-1.0
1474456,-1.0
1474786,-1.0
1474783,-1.0
1474779,-1.0
1474775,-1.0
1474770,-1.0
1474768,-1.0
1474767,-1.0
1474765,-1.0
1474755,-1.0
1474752,-1.0
1474751,-1.0
1474732,-1.0
1474670,-1.0
1474652,-1.0
1474784,-1.0
1476672,-1.0
1476690,-1.0
1476702,-1.0
1479431,-1.0
1479412,-1.0
1479351,-1.0
1479186,-1.0
1479173,-1.0
1479145,-1.0
1479144,-1.0
1479134,-1.0
1479085,-1.0
1478987,-1.0
1478963,-1.0
1478936,-1.0
1478807,-1.0
1479445,-1.0
1478779,-1.0
1478774,-1.0
1478740,-1.0
1478583,-1.0
1478578,-1.0
1478561,-1.0
1478556,-1.0
1478370,-1.0
1478327,-1.0
1478195,-1.0
1478186,-1.0
1478164,-1.0
1478113,-1.0
1478066,-1.0
1478776,-1.0
1478057,-1.0
1479465,-1.0
1479629,-1.0
1480936,-1.0
1480868,-1.0
1480844,-1.0
1480843,-1.0
1480836,-1.0
1480391,-1.0
1480367,-1.0
1480366,-1.0
1480361,-1.0
1480316,-1.0
1480205,-1.0
1480176,-1.0
1480157,-1.0
1479617,-1.0
1480047,-1.0
1480025,-1.0
1479998,-1.0
1479977,-1.0
1479928,-1.0
1479810,-1.0
1479761,-1.0
1479757,-1.0
1479755,-1.0
1479663,-1.0
1479662,-1.0
1479660,-1.0
1479646,-1.0
1479643,-1.0
1480035,-1.0
1473719,-1.0
1478016,-1.0
1477977,-1.0
1477371,-1.0
1477366,-1.0
1477212,-1.0
1477192,-1.0
1477125,-1.0
1477116,-1.0
1477083,-1.0
1477042,-1.0
1476978,-1.0
1476863,-1.0
1476857,-1.0
1476830,-1.0
1476824,-1.0
1477375,-1.0
1476821,-1.0
1476783,-1.0
1476781,-1.0
1476776,-1.0
1476763,-1.0
1476758,-1.0
1476757,-1.0
1476749,-1.0
1476748,-1.0
1476747,-1.0
1476746,-1.0
1476733,-1.0
1476728,-1.0
1476710,-1.0
1476791,-1.0
1478014,-1.0
1477378,-1.0
1477388,-1.0
1477970,-1.0
1477953,-1.0
1477867,-1.0
1477859,-1.0
1477847,-1.0
1477842,-1.0
1477841,-1.0
1477826,-1.0
1477823,-1.0
1477818,-1.0
1477799,-1.0
1477788,-1.0
1477782,-1.0
1477379,-1.0
1477649,-1.0
1477605,-1.0
1477581,-1.0
1477553,-1.0
1477548,-1.0
1477542,-1.0
1477541,-1.0
1477436,-1.0
1477432,-1.0
1477428,-1.0
1477410,-1.0
1477400,-1.0
1477397,-1.0
1477394,-1.0
1477634,-1.0
1473704,-1.0
1473691,-1.0
1473662,-1.0
1466182,-1.0
1466162,-1.0
1466140,-1.0
1466139,-1.0
1466135,-1.0
1466114,-1.0
1465822,-1.0
1465807,-1.0
1465749,-1.0
1465663,-1.0
1465643,-1.0
1465629,-1.0
1465602,-1.0
1466249,-1.0
1465591,-1.0
1465566,-1.0
1465536,-1.0
1465496,-1.0
1465455,-1.0
1465414,-1.0
1465407,-1.0
1465388,-1.0
1465334,-1.0
1465286,-1.0
1465275,-1.0
1465268,-1.0
1465181,-1.0
1465091,-1.0
1465570,-1.0
1465090,-1.0
1466253,-1.0
1466300,-1.0
1467157,-1.0
1467087,-1.0
1466895,-1.0
1466830,-1.0
1466787,-1.0
1466785,-1.0
1466782,-1.0
1466780,-1.0
1466614,-1.0
1466613,-1.0
1466612,-1.0
1466601,-1.0
1466600,-1.0
1466258,-1.0
1466596,-1.0
1466453,-1.0
1466446,-1.0
1466439,-1.0
1466425,-1.0
1466415,-1.0
1466414,-1.0
1466407,-1.0
1466404,-1.0
1466401,-1.0
1466331,-1.0
1466330,-1.0
1466324,-1.0
1466301,-1.0
1466467,-1.0
1467196,-1.0
1465084,-1.0
1464989,-1.0
1463852,-1.0
1463806,-1.0
1463780,-1.0
1463736,-1.0
1463734,-1.0
1463724,-1.0
1463336,-1.0
1463301,-1.0
1463292,-1.0
1463253,-1.0
1463165,-1.0
1463070,-1.0
1463054,-1.0
1463863,-1.0
1462935,-1.0
1462807,-1.0
1462805,-1.0
1462790,-1.0
1462789,-1.0
1462749,-1.0
1462739,-1.0
1462738,-1.0
1462715,-1.0
1462669,-1.0
1462576,-1.0
1462517,-1.0
1462479,-1.0
1462473,-1.0
1462871,-1.0
1464997,-1.0
1463944,-1.0
1464043,-1.0
1464973,-1.0
1464955,-1.0
1464928,-1.0
1464892,-1.0
1464862,-1.0
1464791,-1.0
1464787,-1.0
1464783,-1.0
1464760,-1.0
1464663,-1.0
1464616,-1.0
1464602,-1.0
1464572,-1.0
1463946,-1.0
1464561,-1.0
1464485,-1.0
1464482,-1.0
1464469,-1.0
1464466,-1.0
1464451,-1.0
1464448,-1.0
1464396,-1.0
1464374,-1.0
1464334,-1.0
1464088,-1.0
1464084,-1.0
1464080,-1.0
1464056,-1.0
1464537,-1.0
1480947,-1.0
1467200,-1.0
1467243,-1.0
1472290,-1.0
1472115,-1.0
1472090,-1.0
1472072,-1.0
1472070,-1.0
1472065,-1.0
1472062,-1.0
1472060,-1.0
1472058,-1.0
1471896,-1.0
1471851,-1.0
1471845,-1.0
1471841,-1.0
1472299,-1.0
1471819,-1.0
1471758,-1.0
1471731,-1.0
1471730,-1.0
1471717,-1.0
1471659,-1.0
1471539,-1.0
1471509,-1.0
1471502,-1.0
1471499,-1.0
1471490,-1.0
1471475,-1.0
1471444,-1.0
1471324,-1.0
1471818,-1.0
1471321,-1.0
1472305,-1.0
1472313,-1.0
1473640,-1.0
1473616,-1.0
1473609,-1.0
1473469,-1.0
1473464,-1.0
1473457,-1.0
1473435,-1.0
1473428,-1.0
1473310,-1.0
1473305,-1.0
1473100,-1.0
1473041,-1.0
1473038,-1.0
1472307,-1.0
1473022,-1.0
1472984,-1.0
1472978,-1.0
1472968,-1.0
1472835,-1.0
1472834,-1.0
1472822,-1.0
1472817,-1.0
1472804,-1.0
1472800,-1.0
1472792,-1.0
1472781,-1.0
1472408,-1.0
1472327,-1.0
1473014,-1.0
1467206,-1.0
1471316,-1.0
1471294,-1.0
1468871,-1.0
1468814,-1.0
1468808,-1.0
1468685,-1.0
1468634,-1.0
1468616,-1.0
1468439,-1.0
1468432,-1.0
1468413,-1.0
1468411,-1.0
1468399,-1.0
1468195,-1.0
1468128,-1.0
1469033,-1.0
1468080,-1.0
1467976,-1.0
1467975,-1.0
1467548,-1.0
1467470,-1.0
1467410,-1.0
1467397,-1.0
1467378,-1.0
1467346,-1.0
1467302,-1.0
1467276,-1.0
1467267,-1.0
1467256,-1.0
1467249,-1.0
1468048,-1.0
1471298,-1.0
1469036,-1.0
1469069,-1.0
1471255,-1.0
1471251,-1.0
1471242,-1.0
1471236,-1.0
1471092,-1.0
1471033,-1.0
1471019,-1.0
1470937,-1.0
1469484,-1.0
1469473,-1.0
1469470,-1.0
1469467,-1.0
1469446,-1.0
1469043,-1.0
1469444,-1.0
1469427,-1.0
1469418,-1.0
1469415,-1.0
1469413,-1.0
1469385,-1.0
1469322,-1.0
1469277,-1.0
1469245,-1.0
1469212,-1.0
1469156,-1.0
1469085,-1.0
1469084,-1.0
1469078,-1.0
1469430,-1.0
1480977,-1.0
1481024,-1.0
1481051,-1.0
1500570,-1.0
1500556,-1.0
1500522,-1.0
1500520,-1.0
1500505,-1.0
1500484,-1.0
1500465,-1.0
1500323,-1.0
1500235,-1.0
1500207,-1.0
1500205,-1.0
1500172,-1.0
1500083,-1.0
1500575,-1.0
1499894,-1.0
1499874,-1.0
1499852,-1.0
1499773,-1.0
1499694,-1.0
1499508,-1.0
1499474,-1.0
1499450,-1.0
1499162,-1.0
1499030,-1.0
1498901,-1.0
1498589,-1.0
1498585,-1.0
1498555,-1.0
1499879,-1.0
1498546,-1.0
1500605,-1.0
1500670,-1.0
1501784,-1.0
1501725,-1.0
1501695,-1.0
1501674,-1.0
1501653,-1.0
1501643,-1.0
1501511,-1.0
1501492,-1.0
1501443,-1.0
1501441,-1.0
1501246,-1.0
1501238,-1.0
1501210,-1.0
1500660,-1.0
1501179,-1.0
1501077,-1.0
1501075,-1.0
1501036,-1.0
1501008,-1.0
1500993,-1.0
1500977,-1.0
1500976,-1.0
1500946,-1.0
1500944,-1.0
1500697,-1.0
1500693,-1.0
1500682,-1.0
1500672,-1.0
1501174,-1.0
1501792,-1.0
1498542,-1.0
1498460,-1.0
1496348,-1.0
1496173,-1.0
1496157,-1.0
1496051,-1.0
1496048,-1.0
1496027,-1.0
1495985,-1.0
1495963,-1.0
1495959,-1.0
1495948,-1.0
1495941,-1.0
1495871,-1.0
1495866,-1.0
1496354,-1.0
1495863,-1.0
1495834,-1.0
1495804,-1.0
1495803,-1.0
1495688,-1.0
1495550,-1.0
1495514,-1.0
1495505,-1.0
1495449,-1.0
1495401,-1.0
1495393,-1.0
1495302,-1.0
1495293,-1.0
1495223,-1.0
1495854,-1.0
1498517,-1.0
1496359,-1.0
1496372,-1.0
1498444,-1.0
1498441,-1.0
1498347,-1.0
1498317,-1.0
1498114,-1.0
1498054,-1.0
1497899,-1.0
1497802,-1.0
1497760,-1.0
1497759,-1.0
1497735,-1.0
1497716,-1.0
1497629,-1.0
1496367,-1.0
1497558,-1.0
1497495,-1.0
1497472,-1.0
1497462,-1.0
1497124,-1.0
1496991,-1.0
1496989,-1.0
1496987,-1.0
1496948,-1.0
1496947,-1.0
1496635,-1.0
1496624,-1.0
1496599,-1.0
1496402,-1.0
1497543,-1.0
1495211,-1.0
1501889,-1.0
1501967,-1.0
1507060,-1.0
1507053,-1.0
1506467,-1.0
1506460,-1.0
1506436,-1.0
1506400,-1.0
1506359,-1.0
1506350,-1.0
1505828,-1.0
1505653,-1.0
1505631,-1.0
1505621,-1.0
1505610,-1.0
1507139,-1.0
1505594,-1.0
1505545,-1.0
1505458,-1.0
1505456,-1.0
1505448,-1.0
1505446,-1.0
1505444,-1.0
1505436,-1.0
1505401,-1.0
1505396,-1.0
1505379,-1.0
1505366,-1.0
1505276,-1.0
1505239,-1.0
1505579,-1.0
1505225,-1.0
1507153,-1.0
1507294,-1.0
1508858,-1.0
1508839,-1.0
1508648,-1.0
1508580,-1.0
1508537,-1.0
1508513,-1.0
1508466,-1.0
1508218,-1.0
1508197,-1.0
1508143,-1.0
1508135,-1.0
1508104,-1.0
1507974,-1.0
1507279,-1.0
1507902,-1.0
1507864,-1.0
1507790,-1.0
1507782,-1.0
1507775,-1.0
1507762,-1.0
1507752,-1.0
1507593,-1.0
1507483,-1.0
1507420,-1.0
1507398,-1.0
1507396,-1.0
1507311,-1.0
1507300,-1.0
1507901,-1.0
1501937,-1.0
1505196,-1.0
1505150,-1.0
1503176,-1.0
1503169,-1.0
1503146,-1.0
1503143,-1.0
1503135,-1.0
1503005,-1.0
1502971,-1.0
1502958,-1.0
1502949,-1.0
1502900,-1.0
1502890,-1.0
1502885,-1.0
1502743,-1.0
1503184,-1.0
1502618,-1.0
1502555,-1.0
1502364,-1.0
1502339,-1.0
1502335,-1.0
1502327,-1.0
1502325,-1.0
1502313,-1.0
1502310,-1.0
1502307,-1.0
1502106,-1.0
1502062,-1.0
1502058,-1.0
1502054,-1.0
1502599,-1.0
1505181,-1.0
1503185,-1.0
1503203,-1.0
1505148,-1.0
1505059,-1.0
1505024,-1.0
1505013,-1.0
1504976,-1.0
1504965,-1.0
1504959,-1.0
1504940,-1.0
1504934,-1.0
1504920,-1.0
1504918,-1.0
1504917,-1.0
1504230,-1.0
1503189,-1.0
1504199,-1.0
1504185,-1.0
1504179,-1.0
1504178,-1.0
1504095,-1.0
1504084,-1.0
1504074,-1.0
1504050,-1.0
1504048,-1.0
1504038,-1.0
1503462,-1.0
1503411,-1.0
1503401,-1.0
1503389,-1.0
1504194,-1.0
1381721,-1.0
1495210,-1.0
1495056,-1.0
1485416,-1.0
1485409,-1.0
1485381,-1.0
1485378,-1.0
1485327,-1.0
1485317,-1.0
1485304,-1.0
1485233,-1.0
1485211,-1.0
1485207,-1.0
1485193,-1.0
1485173,-1.0
1485171,-1.0
1485527,-1.0
1485089,-1.0
1485060,-1.0
1484898,-1.0
1484820,-1.0
1484789,-1.0
1484730,-1.0
1484665,-1.0
1484646,-1.0
1484629,-1.0
1484627,-1.0
1484525,-1.0
1484513,-1.0
1484350,-1.0
1484335,-1.0
1485068,-1.0
1484313,-1.0
1485540,-1.0
1485572,-1.0
1486650,-1.0
1486633,-1.0
1486627,-1.0
1486556,-1.0
1486523,-1.0
1486496,-1.0
1486491,-1.0
1486422,-1.0
1486413,-1.0
1486398,-1.0
1486395,-1.0
1486370,-1.0
1486357,-1.0
1485568,-1.0
1486354,-1.0
1486301,-1.0
1486265,-1.0
1486236,-1.0
1486225,-1.0
1486213,-1.0
1486187,-1.0
1486133,-1.0
1486063,-1.0
1486034,-1.0
1485831,-1.0
1485692,-1.0
1485597,-1.0
1485578,-1.0
1486334,-1.0
1486677,-1.0
1484280,-1.0
1484218,-1.0
1483057,-1.0
1483032,-1.0
1482918,-1.0
1482815,-1.0
1482789,-1.0
1482785,-1.0
1482749,-1.0
1482727,-1.0
1482700,-1.0
1482696,-1.0
1482639,-1.0
1482442,-1.0
1482367,-1.0
1483088,-1.0
1482322,-1.0
1481850,-1.0
1481797,-1.0
1481421,-1.0
1481390,-1.0
1481385,-1.0
1481362,-1.0
1481359,-1.0
1481306,-1.0
1481294,-1.0
1481196,-1.0
1481185,-1.0
1481164,-1.0
1481161,-1.0
1481868,-1.0
1484269,-1.0
1483109,-1.0
1483148,-1.0
1484216,-1.0
1484192,-1.0
1484176,-1.0
1484065,-1.0
1484058,-1.0
1484056,-1.0
1484044,-1.0
1483875,-1.0
1483752,-1.0
1483750,-1.0
1483746,-1.0
1483688,-1.0
1483685,-1.0
1483132,-1.0
1483656,-1.0
1483612,-1.0
1483585,-1.0
1483571,-1.0
1483474,-1.0
1483461,-1.0
1483458,-1.0
1483381,-1.0
1483372,-1.0
1483359,-1.0
1483262,-1.0
1483252,-1.0
1483180,-1.0
1483168,-1.0
1483631,-1.0
1495174,-1.0
1486724,-1.0
1486786,-1.0
1492351,-1.0
1492337,-1.0
1492298,-1.0
1492195,-1.0
1492133,-1.0
1492108,-1.0
1492086,-1.0
1492080,-1.0
1492065,-1.0
1492064,-1.0
1491954,-1.0
1491932,-1.0
1491399,-1.0
1492370,-1.0
1491394,-1.0
1491204,-1.0
1491181,-1.0
1491160,-1.0
1491149,-1.0
1491146,-1.0
1491133,-1.0
1491012,-1.0
1490905,-1.0
1490867,-1.0
1490646,-1.0
1490059,-1.0
1490058,-1.0
1490043,-1.0
1491380,-1.0
1490034,-1.0
1492441,-1.0
1492705,-1.0
1495023,-1.0
1495012,-1.0
1495010,-1.0
1495001,-1.0
1494918,-1.0
1494832,-1.0
1494799,-1.0
1494773,-1.0
1494768,-1.0
1494754,-1.0
1494714,-1.0
1494624,-1.0
1494572,-1.0
1492512,-1.0
1494555,-1.0
1494417,-1.0
1494380,-1.0
1494360,-1.0
1494083,-1.0
1494069,-1.0
1494048,-1.0
1493039,-1.0
1493001,-1.0
1492996,-1.0
1492975,-1.0
1492973,-1.0
1492942,-1.0
1492793,-1.0
1494549,-1.0
1486784,-1.0
1490033,-1.0
1490005,-1.0
1488371,-1.0
1488308,-1.0
1488270,-1.0
1488141,-1.0
1488118,-1.0
1488103,-1.0
1488060,-1.0
1488058,-1.0
1487993,-1.0
1487924,-1.0
1487919,-1.0
1487918,-1.0
1487711,-1.0
1488377,-1.0
1487708,-1.0
1487703,-1.0
1487670,-1.0
1487493,-1.0
1487467,-1.0
1487454,-1.0
1487431,-1.0
1487430,-1.0
1487406,-1.0
1487391,-1.0
1487256,-1.0
1486868,-1.0
1486862,-1.0
1486846,-1.0
1487705,-1.0
1490015,-1.0
1488550,-1.0
1488560,-1.0
1489993,-1.0
1489811,-1.0
1489667,-1.0
1489650,-1.0
1489646,-1.0
1489636,-1.0
1489624,-1.0
1489598,-1.0
1489356,-1.0
1489322,-1.0
1489320,-1.0
1489306,-1.0
1489265,-1.0
1488551,-1.0
1489251,-1.0
1489226,-1.0
1489206,-1.0
1489175,-1.0
1489170,-1.0
1489161,-1.0
1489135,-1.0
1489102,-1.0
1489082,-1.0
1489059,-1.0
1488728,-1.0
1488651,-1.0
1488588,-1.0
1488576,-1.0
1489236,-1.0
1190903,-1.0
1381660,-1.0
1381549,-1.0
1251361,-1.0
1251157,-1.0
1251082,-1.0
1251056,-1.0
1251052,-1.0
1251043,-1.0
1251036,-1.0
1251009,-1.0
1251008,-1.0
1251001,-1.0
1250993,-1.0
1250872,-1.0
1250865,-1.0
1250861,-1.0
1250848,-1.0
1250847,-1.0
1250830,-1.0
1250829,-1.0
1250757,-1.0
1250722,-1.0
1250706,-1.0
1250692,-1.0
1250516,-1.0
1250415,-1.0
1250398,-1.0
1250396,-1.0
1250392,-1.0
1251366,-1.0
1251385,-1.0
1251428,-1.0
1251439,-1.0
1252742,-1.0
1252721,-1.0
1252716,-1.0
1252704,-1.0
1252703,-1.0
1252701,-1.0
1252683,-1.0
1252676,-1.0
1252657,-1.0
1252551,-1.0
1252535,-1.0
1252514,-1.0
785768,-1.0
1250352,-1.0
1252097,-1.0
1252033,-1.0
1252030,-1.0
1252012,-1.0
1252000,-1.0
1251994,-1.0
1251908,-1.0
1251884,-1.0
1251881,-1.0
1251860,-1.0
1251855,-1.0
1251554,-1.0
1251528,-1.0
1251442,-1.0
1252039,-1.0
1250337,-1.0
1250285,-1.0
1250274,-1.0
1247655,-1.0
1247651,-1.0
1247641,-1.0
1247629,-1.0
1247587,-1.0
1247474,-1.0
1247442,-1.0
1247438,-1.0
1247405,-1.0
1247326,-1.0
1247288,-1.0
1247287,-1.0
1247275,-1.0
1247684,-1.0
1247270,-1.0
1247242,-1.0
1247228,-1.0
1247216,-1.0
1247115,-1.0
1247079,-1.0
1247036,-1.0
1247005,-1.0
1247001,-1.0
1247000,-1.0
1246998,-1.0
1246947,-1.0
1246809,-1.0
1246795,-1.0
1247269,-1.0
1252799,-1.0
1247724,-1.0
1247826,-1.0
1250272,-1.0
1250271,-1.0
1250266,-1.0
1250213,-1.0
1250200,-1.0
1250187,-1.0
1250028,-1.0
1249952,-1.0
1249948,-1.0
1249897,-1.0
1249850,-1.0
1249846,-1.0
1249837,-1.0
1247757,-1.0
1249816,-1.0
1249607,-1.0
1249561,-1.0
1249445,-1.0
1249409,-1.0
1249396,-1.0
1249390,-1.0
1249380,-1.0
1249348,-1.0
1249347,-1.0
1249340,-1.0
1247974,-1.0
1247967,-1.0
1247926,-1.0
1249673,-1.0
1252815,-1.0
1252874,-1.0
1252892,-1.0
1256348,-1.0
1256295,-1.0
1256291,-1.0
1256126,-1.0
1256058,-1.0
1256045,-1.0
1256037,-1.0
1256001,-1.0
1255915,-1.0
1255788,-1.0
1255771,-1.0
1255668,-1.0
1255651,-1.0
1256361,-1.0
1255638,-1.0
1255392,-1.0
1255391,-1.0
1255374,-1.0
1255334,-1.0
1255326,-1.0
1255262,-1.0
1255248,-1.0
1255203,-1.0
1255120,-1.0
1255054,-1.0
1255038,-1.0
1255011,-1.0
1254986,-1.0
1255603,-1.0
1254984,-1.0
1256374,-1.0
1256398,-1.0
1258096,-1.0
1257972,-1.0
1257809,-1.0
1257805,-1.0
1257754,-1.0
1257720,-1.0
1257603,-1.0
1257593,-1.0
1257576,-1.0
1257423,-1.0
1257350,-1.0
1257344,-1.0
1257279,-1.0
1256380,-1.0
1256966,-1.0
1256928,-1.0
1256901,-1.0
1256778,-1.0
1256664,-1.0
1256648,-1.0
1256618,-1.0
1256602,-1.0
1256598,-1.0
1256553,-1.0
1256551,-1.0
1256542,-1.0
1256533,-1.0
1256479,-1.0
1256963,-1.0
1246750,-1.0
1254877,-1.0
1254827,-1.0
1253908,-1.0
1253884,-1.0
1253866,-1.0
1253834,-1.0
1253711,-1.0
1253670,-1.0
1253667,-1.0
1253568,-1.0
1253565,-1.0
1253551,-1.0
1253548,-1.0
1253542,-1.0
1253515,-1.0
1253915,-1.0
1253445,-1.0
1253396,-1.0
1253392,-1.0
1253309,-1.0
1253175,-1.0
1253174,-1.0
1253137,-1.0
1253100,-1.0
1253066,-1.0
1253053,-1.0
1253015,-1.0
1252956,-1.0
1252897,-1.0
1252893,-1.0
1253440,-1.0
1254870,-1.0
1253969,-1.0
1254006,-1.0
1254797,-1.0
1254791,-1.0
1254743,-1.0
1254691,-1.0
1254684,-1.0
1254568,-1.0
1254520,-1.0
1254455,-1.0
1254424,-1.0
1254422,-1.0
1254384,-1.0
1254382,-1.0
1254371,-1.0
1253998,-1.0
1254353,-1.0
1254309,-1.0
1254291,-1.0
1254275,-1.0
1254251,-1.0
1254189,-1.0
1254178,-1.0
1254144,-1.0
1254140,-1.0
1254072,-1.0
1254068,-1.0
1254048,-1.0
1254046,-1.0
1254023,-1.0
1254350,-1.0
1246748,-1.0
1246746,-1.0
1246733,-1.0
1241319,-1.0
1241301,-1.0
1240838,-1.0
1240837,-1.0
1240833,-1.0
1240722,-1.0
1240636,-1.0
1240622,-1.0
1240616,-1.0
1240615,-1.0
1240609,-1.0
1240606,-1.0
1240503,-1.0
1241353,-1.0
1240480,-1.0
1240069,-1.0
1240036,-1.0
1239970,-1.0
1239964,-1.0
1239943,-1.0
1239920,-1.0
1239893,-1.0
1239846,-1.0
1239795,-1.0
1239790,-1.0
1239678,-1.0
1239677,-1.0
1239656,-1.0
1240455,-1.0
1239645,-1.0
1241356,-1.0
1241401,-1.0
1242080,-1.0
1242077,-1.0
1242072,-1.0
1242035,-1.0
1242025,-1.0
1242018,-1.0
1242005,-1.0
1241941,-1.0
1241882,-1.0
1241862,-1.0
1241847,-1.0
1241732,-1.0
1241718,-1.0
1241360,-1.0
1241711,-1.0
1241678,-1.0
1241657,-1.0
1241592,-1.0
1241569,-1.0
1241542,-1.0
1241536,-1.0
1241522,-1.0
1241517,-1.0
1241516,-1.0
1241510,-1.0
1241417,-1.0
1241414,-1.0
1241404,-1.0
1241699,-1.0
1242099,-1.0
1239620,-1.0
1239520,-1.0
1238546,-1.0
1238431,-1.0
1238400,-1.0
1238388,-1.0
1238372,-1.0
1238367,-1.0
1238320,-1.0
1238305,-1.0
1238127,-1.0
1238115,-1.0
1238112,-1.0
1238101,-1.0
1238086,-1.0
1238575,-1.0
1238057,-1.0
1238032,-1.0
1238025,-1.0
1237921,-1.0
1237865,-1.0
1237849,-1.0
1237841,-1.0
1237673,-1.0
1237666,-1.0
1237614,-1.0
1237295,-1.0
1237263,-1.0
1237208,-1.0
1237098,-1.0
1238042,-1.0
1239594,-1.0
1238615,-1.0
1238691,-1.0
1239488,-1.0
1239459,-1.0
1239386,-1.0
1239371,-1.0
1239365,-1.0
1239360,-1.0
1239306,-1.0
1239289,-1.0
1239286,-1.0
1239195,-1.0
1239139,-1.0
1239129,-1.0
1239118,-1.0
1238634,-1.0
1239110,-1.0
1238999,-1.0
1238998,-1.0
1238899,-1.0
1238891,-1.0
1238886,-1.0
1238833,-1.0
1238827,-1.0
1238813,-1.0
1238803,-1.0
1238800,-1.0
1238799,-1.0
1238766,-1.0
1238730,-1.0
1239092,-1.0
1258111,-1.0
1242150,-1.0
1242229,-1.0
1245308,-1.0
1245282,-1.0
1245251,-1.0
1245239,-1.0
1245204,-1.0
1245120,-1.0
1245075,-1.0
1245057,-1.0
1245025,-1.0
1245013,-1.0
1245005,-1.0
1244982,-1.0
1244968,-1.0
1245327,-1.0
1244946,-1.0
1244712,-1.0
1244708,-1.0
1244706,-1.0
1244686,-1.0
1244662,-1.0
1244556,-1.0
1244554,-1.0
1244547,-1.0
1244545,-1.0
1244531,-1.0
1244519,-1.0
1244499,-1.0
1244479,-1.0
1244718,-1.0
1244476,-1.0
1245331,-1.0
1245361,-1.0
1246732,-1.0
1246729,-1.0
1246725,-1.0
1246393,-1.0
1246386,-1.0
1246338,-1.0
1246334,-1.0
1246316,-1.0
1246294,-1.0
1246280,-1.0
1246171,-1.0
1246163,-1.0
1246144,-1.0
1245345,-1.0
1246132,-1.0
1246039,-1.0
1246016,-1.0
1245995,-1.0
1245961,-1.0
1245955,-1.0
1245596,-1.0
1245580,-1.0
1245578,-1.0
1245481,-1.0
